,Identifier,drop,count,ratio
0,D4_L-5C3R3,-,294,30.153846153846153
1,I1_L-3C2R0,-,98,10.051282051282051
2,D10_L-4C2R9,-,24,2.4615384615384617
3,D10_L-7C2R6,-,18,1.8461538461538463
4,D12_L-4C2R11,-,18,1.8461538461538463
5,D9_L-6C2R6,-,17,1.7435897435897436
6,D19_L-20C3R3,-,17,1.7435897435897436
7,D18_L-17C3R5,-,14,1.435897435897436
8,D11_L-2C3R13,-,13,1.3333333333333335
9,D1_L-3C1R0,-,13,1.3333333333333335
10,D11_L-8C2R6,-,12,1.2307692307692308
11,I1_L-1R0,-,12,1.2307692307692308
12,D1_L-1R1,-,11,1.1282051282051282
13,D3_L-2C1R3,-,9,0.9230769230769231
14,D27_L-4C3R27,-,9,0.9230769230769231
15,D6_L-7C1R1,-,9,0.9230769230769231
16,D2_L-1R2,-,9,0.9230769230769231
17,D7_L-8C1R1,-,8,0.8205128205128205
18,D7_L-2C1R7,-,8,0.8205128205128205
19,D5_L-6C1R1,-,8,0.8205128205128205
20,D14_L-15C2R2,-,7,0.717948717948718
21,D8_L-3C1R7,-,7,0.717948717948718
22,D2_L-3R0,-,6,0.6153846153846154
23,D11_L-10C1R3,-,6,0.6153846153846154
24,I1_L-1C1R1,-,6,0.6153846153846154
25,D9_L-2C1R9,-,6,0.6153846153846154
26,D15_L-5C2R13,-,5,0.5128205128205128
27,D27_L-19C2R11,-,5,0.5128205128205128
28,D25_L-19C2R9,-,5,0.5128205128205128
29,D23_L-21C2R5,-,5,0.5128205128205128
30,D27_L-27C2R3,-,5,0.5128205128205128
31,D17_L-10C2R10,-,4,0.41025641025641024
32,D5_L-1C1R6,-,4,0.41025641025641024
33,D23_L-12C2R14,-,4,0.41025641025641024
34,D30_L-20C2R13,-,4,0.41025641025641024
35,D4_L-1C1R5,-,4,0.41025641025641024
36,D9_L-9C1R2,-,4,0.41025641025641024
37,D25_L-15C2R13,-,4,0.41025641025641024
38,D9_L-10R0,-,4,0.41025641025641024
39,D8_L-1R8,-,3,0.3076923076923077
40,D24_L-11C2R16,-,3,0.3076923076923077
41,D12_L-1R12,-,3,0.3076923076923077
42,D6_L-1R6,-,3,0.3076923076923077
43,D2_L-2R1,-,3,0.3076923076923077
44,D10_L-11R0,-,3,0.3076923076923077
45,D15_L-10C2R8,-,3,0.3076923076923077
46,D12_L-12C1R2,-,3,0.3076923076923077
47,D8_L-10C1R0,-,3,0.3076923076923077
48,D21_L-24C3R1,-,3,0.3076923076923077
49,D11_L-12R0,-,2,0.20512820512820512
50,D3_L-4R0,-,2,0.20512820512820512
51,D12_L-8C1R6,-,2,0.20512820512820512
52,D16_L-2C2R17,-,2,0.20512820512820512
53,D10_L-1R10,-,2,0.20512820512820512
54,D8_L-5C1R5,-,2,0.20512820512820512
55,D12_L-13R0,-,2,0.20512820512820512
56,D24_L-20C1R6,-,2,0.20512820512820512
57,D19_L-15C1R6,-,2,0.20512820512820512
58,D23_L-18C1R7,-,2,0.20512820512820512
59,D13_L-1R13,-,2,0.20512820512820512
60,D22_L-14C1R10,-,2,0.20512820512820512
61,D20_L-12C1R10,-,2,0.20512820512820512
62,D20_L-14C1R8,-,2,0.20512820512820512
63,D23_L-8C2R18,-,2,0.20512820512820512
64,D21_L-13C1R10,-,2,0.20512820512820512
65,D19_L-13C1R8,-,2,0.20512820512820512
66,D24_L-13C1R13,-,2,0.20512820512820512
67,D19_L-10C1R11,-,2,0.20512820512820512
68,D27_L-31C3R0,-,2,0.20512820512820512
69,I2_L-3C2R0,-,2,0.20512820512820512
70,I2_L-1R0,-,2,0.20512820512820512
71,D3_L-3R1,-,2,0.20512820512820512
72,D17_L-7C1R12,-,2,0.20512820512820512
73,D22_L-7C2R18,-,2,0.20512820512820512
74,D25_L-22C1R5,-,2,0.20512820512820512
75,D28_L-1C1R29,-,2,0.20512820512820512
76,D26_L-22C1R6,-,2,0.20512820512820512
77,D17_L-3C1R16,-,1,0.10256410256410256
78,D23_L-1R23,-,1,0.10256410256410256
79,I2_L-1C1R1,-,1,0.10256410256410256
80,I2_L-1C2R2,-,1,0.10256410256410256
81,D26_L-17C1R11,-,1,0.10256410256410256
82,D21_L-6C2R18,-,1,0.10256410256410256
83,D17_L-1C1R18,-,1,0.10256410256410256
84,I2_L-2C2R1,-,1,0.10256410256410256
85,D6_L-2R5,-,1,0.10256410256410256
86,D28_L-3C1R27,-,1,0.10256410256410256
87,D18_L-12C1R8,-,1,0.10256410256410256
88,D25_L-24C1R3,-,1,0.10256410256410256
89,D28_L-28C1R2,-,1,0.10256410256410256
90,D28_L-16C1R14,-,1,0.10256410256410256
91,D29_L-16C1R15,-,1,0.10256410256410256
92,D18_L-8C1R12,-,1,0.10256410256410256
93,D24_L-23C1R3,-,1,0.10256410256410256
94,D9_L-3R7,-,1,0.10256410256410256
95,I2_L-2C1R0,-,1,0.10256410256410256
96,D22_L-4C1R20,-,1,0.10256410256410256
97,D5_L-4R2,-,1,0.10256410256410256
98,D20_L-9C1R13,-,1,0.10256410256410256
99,D12_L-5R8,-,1,0.10256410256410256
100,D22_L-17C1R7,-,1,0.10256410256410256
101,D20_L-1R20,-,1,0.10256410256410256
102,D18_L-1R18,-,1,0.10256410256410256
103,D30_L-29C1R3,-,1,0.10256410256410256
104,D30_L-25C1R7,-,1,0.10256410256410256
105,D13_L-13C1R2,-,1,0.10256410256410256
106,D26_L-25C1R3,-,1,0.10256410256410256
107,D15_L-20C4R0,-,1,0.10256410256410256
108,D29_L-24C1R7,-,1,0.10256410256410256
109,D21_L-1R21,-,1,0.10256410256410256
110,D29_L-1R29,-,1,0.10256410256410256
111,D26_L-2C1R26,-,1,0.10256410256410256
112,D14_L-1R14,-,1,0.10256410256410256
113,D16_L-6C1R12,-,1,0.10256410256410256
114,D28_L-23C1R7,-,1,0.10256410256410256
115,D28_L-30C1R0,-,1,0.10256410256410256
116,D11_L-4R8,-,1,0.10256410256410256
117,D5_L-2R4,-,1,0.10256410256410256
118,D11_L-5R7,-,1,0.10256410256410256
119,D19_L-1R19,-,1,0.10256410256410256
120,D24_L-17C1R9,-,1,0.10256410256410256
121,D22_L-1R22,-,1,0.10256410256410256
122,D30_L-23C1R9,-,1,0.10256410256410256
123,D6_L-5R2,-,1,0.10256410256410256
124,D24_L-26C1R0,-,1,0.10256410256410256
125,D23_L-27C3R0,-,1,0.10256410256410256
126,D12_L-6R7,-,1,0.10256410256410256
127,D24_L-4C1R22,-,1,0.10256410256410256
128,D8_L-7R2,-,1,0.10256410256410256
129,D23_L-4C1R21,-,1,0.10256410256410256
130,D13_L-11C1R4,-,1,0.10256410256410256
131,D13_L-14R0,-,1,0.10256410256410256
132,D10_L-9R2,-,1,0.10256410256410256
133,D9_L-7R3,-,1,0.10256410256410256
134,D25_L-26R0,-,1,0.10256410256410256
135,D22_L-25C2R0,-,1,0.10256410256410256
136,D30_L-1C1R31,-,1,0.10256410256410256
137,D24_L-1R24,-,1,0.10256410256410256
138,D7_L-3R5,-,1,0.10256410256410256
139,D16_L-18C1R0,-,1,0.10256410256410256
140,D12_L-9R4,-,1,0.10256410256410256
141,D26_L-27R0,-,1,0.10256410256410256
142,D25_L-1R25,-,1,0.10256410256410256
143,D15_L-2R14,-,1,0.10256410256410256
144,D25_L-4C1R23,-,1,0.10256410256410256
145,D7_L-6R2,-,1,0.10256410256410256
146,D16_L-3R14,-,1,0.10256410256410256
147,D11_L-3R9,-,1,0.10256410256410256
148,D24_L-8C1R18,-,1,0.10256410256410256
149,D15_L-1R15,-,1,0.10256410256410256
150,D8_L-6R3,-,1,0.10256410256410256
151,D30_L-15C1R17,-,1,0.10256410256410256
152,D18_L-19R0,-,1,0.10256410256410256
153,D10_L-10R1,-,1,0.10256410256410256
154,D12_L-10R3,-,1,0.10256410256410256
155,D5_L-3R3,-,1,0.10256410256410256
156,D6_L-3R4,-,1,0.10256410256410256
157,D30_L-9C1R23,-,1,0.10256410256410256
158,D29_L-30R0,-,1,0.10256410256410256
159,D28_L-11C1R19,-,1,0.10256410256410256
160,D20_L-21R0,-,1,0.10256410256410256
161,D11_L-11R1,-,1,0.10256410256410256
162,D30_L-21R10,-,1,0.10256410256410256
163,D25_L-20R6,-,1,0.10256410256410256
164,D16_L-4R13,-,1,0.10256410256410256
165,D27_L-20R8,-,1,0.10256410256410256
166,D10_L-8R3,-,1,0.10256410256410256
167,D25_L-16R10,-,1,0.10256410256410256
168,D18_L-13R6,-,1,0.10256410256410256
169,D21_L-14R8,-,1,0.10256410256410256
170,D17_L-5R13,-,1,0.10256410256410256
171,D26_L-19R8,-,1,0.10256410256410256
172,D13_L-2R12,-,1,0.10256410256410256
173,D15_L-6R10,-,1,0.10256410256410256
174,D30_L-17R14,-,1,0.10256410256410256
175,D14_L-3R12,-,1,0.10256410256410256
176,D14_L-2R13,-,1,0.10256410256410256
177,D17_L-18R0,-,1,0.10256410256410256
178,D6_L-4R3,-,1,0.10256410256410256
179,D17_L-4R14,-,1,0.10256410256410256
180,D23_L-14R10,-,1,0.10256410256410256
181,D20_L-7R14,-,1,0.10256410256410256
182,D25_L-12R14,-,1,0.10256410256410256
183,D27_L-9C1R20,-,1,0.10256410256410256
184,D8_L-8R1,-,1,0.10256410256410256
185,D29_L-9C1R22,-,1,0.10256410256410256
186,D16_L-7R10,-,1,0.10256410256410256
187,D23_L-13R11,-,1,0.10256410256410256
188,D30_L-32C1R0,-,1,0.10256410256410256
189,D22_L-15R8,-,1,0.10256410256410256
190,D24_L-15R10,-,1,0.10256410256410256
191,D7_L-4R4,-,1,0.10256410256410256
192,D26_L-14R13,-,1,0.10256410256410256
193,D28_L-9C1R21,-,1,0.10256410256410256
194,D24_L-14R11,-,1,0.10256410256410256
195,D28_L-17R12,-,1,0.10256410256410256
196,D20_L-10R11,-,1,0.10256410256410256
197,D30_L-12C1R20,-,1,0.10256410256410256
198,D20_L-2R19,-,1,0.10256410256410256
199,D19_L-7R13,-,1,0.10256410256410256
200,D30_L-2R29,-,1,0.10256410256410256
201,D19_L-2R18,-,1,0.10256410256410256
202,D21_L-3R19,-,1,0.10256410256410256
203,D18_L-9R10,-,1,0.10256410256410256
204,D29_L-17R13,-,1,0.10256410256410256
205,D7_L-5R3,-,1,0.10256410256410256
206,D27_L-16R12,-,1,0.10256410256410256
207,D20_L-3R18,-,1,0.10256410256410256
208,D23_L-9R15,-,1,0.10256410256410256
209,D22_L-9R14,-,1,0.10256410256410256
210,D20_L-15R6,-,1,0.10256410256410256
211,D18_L-5R14,-,1,0.10256410256410256
212,D18_L-6R13,-,1,0.10256410256410256
213,D13_L-3R11,-,1,0.10256410256410256
214,D30_L-3R28,-,1,0.10256410256410256
215,D21_L-11R11,-,1,0.10256410256410256
216,D15_L-14R2,-,1,0.10256410256410256
217,D20_L-5C1R17,-,1,0.10256410256410256
218,D26_L-15R12,-,1,0.10256410256410256
219,D21_L-10R12,-,1,0.10256410256410256
220,D21_L-7R15,-,1,0.10256410256410256
221,D22_L-12R11,-,1,0.10256410256410256
222,D28_L-18R11,-,1,0.10256410256410256
223,D23_L-5R19,-,1,0.10256410256410256
224,D23_L-22R2,-,1,0.10256410256410256
